@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

2_woman-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1601,25366,2818,466,2352,0,16.536551,83.463449,0,0.021656,0.036534,0.135201,98.87397,99.471231,13506.706475,12759.964799,746.741677,4.793012,4.528022,0.26499,1146.782997,0.406949,8.490471,0,0,0.002527,7,0.997473,2763,1,48,0,0,0,-0.006569,0.753151,0.050753,0.165366,0.144845,0.855155,0.834634,?,0.165366,?,?,0.618095,0.096128,?,0.165366,467.021,0.015,464.484375,0.015625,464484.375,15.625,328350,2361513,264549,95.848119,59.487329,?,29,15
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1602,4944,550,89,461,0,16.181818,83.818182,0,0.047392,0.039111,0.141268,97.935226,99.986648,2551.747418,2642.298045,-90.550627,4.639541,4.804178,-0.164638,334.718826,0.60858,13.11724,0.1,1,0.012963,7,0.987037,533,0.9,9,0.125,0.1,0.111111,0.097131,0.74537,0.101596,0.161818,0.117296,0.882704,0.838182,?,0.161818,?,?,0.625823,0.116044,?,0.161818,20.786,0.016,20.515625,0.015625,20515.625,15.625,156561,462183,53541,87.636364,41.663443,?,15,8
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1602,4944,550,86,464,0,15.636364,84.363636,0,0.01311,0.039588,0.140841,99.131616,99.68512,2552.205359,2445.375384,106.829975,4.640373,4.446137,0.194236,197.505345,0.359101,7.738615,0,0,0,0,1,540,1,10,?,0,?,?,0.719259,0.069528,0.156364,0.143524,0.856476,0.843636,?,0.156364,?,?,0.60683,0.095966,?,0.156364,28.293,0,27.75,0,27750,0,18292,462183,53541,94.545455,55.187621,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1603,4944,550,92,458,0,16.727273,83.272727,0,0.029209,0.039498,0.140637,98.893385,99.525288,2555.392366,2426.008108,129.384258,4.646168,4.410924,0.235244,221.918027,0.403487,8.684303,0,0,0,0,1,540,1,10,?,0,?,?,0.807222,0.067718,0.167273,0.13866,0.86134,0.832727,?,0.167273,?,?,0.627806,0.112816,?,0.167273,40.296,0,40,0,40000,0,18292,462183,53541,94.727273,52.510638,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1603,4944,550,90,460,0,16.363636,83.636364,0,0.02277,0.039575,0.140651,99.09011,99.541091,2554.043222,2457.353346,96.689877,4.643715,4.467915,0.1758,199.276567,0.362321,7.802396,0,0,0,0,1,540,1,10,?,0,?,?,0.771481,0.051161,0.163636,0.141621,0.858379,0.836364,?,0.163636,?,?,0.618951,0.102646,?,0.163636,28.203,0,27.875,0,27875,0,18292,462183,53541,95.090909,55.984526,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1604,4945,549,92,457,0,16.757741,83.242259,0,0.024203,0.039684,0.141004,99.385564,99.817129,2543.229619,2462.538363,80.691256,4.632477,4.485498,0.146979,162.030059,0.295137,6.371035,0,0,0,0,1,540,1,9,?,0,?,?,0.878189,0.107733,0.167577,0.144258,0.855742,0.832423,?,0.167577,?,?,0.592708,0.096463,?,0.167577,21.945,0,21.65625,0,21656.25,0,18292,462276,53448,95.992714,59.88451,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1604,4945,549,86,463,0,15.664845,84.335155,0,0.00935,0.039733,0.140988,99.505443,99.800901,2545.016317,2474.896386,70.119931,4.635731,4.508008,0.127723,138.980834,0.253153,5.460901,0,0,0,0,1,540,1,9,?,0,?,?,0.576955,0.020609,0.156648,0.14755,0.85245,0.843352,?,0.156648,?,?,0.604189,0.102865,?,0.156648,20.023,0.015,19.671875,0.015625,19671.875,15.625,18292,462276,53448,96.539162,61.880402,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1604,4945,549,90,459,0,16.393443,83.606557,0,0.017077,0.039524,0.140465,98.994059,99.445592,2546.272375,2413.330412,132.941963,4.638019,4.395866,0.242153,207.558921,0.378067,8.151481,0,0,0,0,1,539,1,10,?,0,?,?,0.756957,0.093147,0.163934,0.147298,0.852702,0.836066,?,0.163934,?,?,0.630961,0.115775,?,0.163934,26.318,0,25.78125,0,25781.25,0,18292,462276,53448,95.446266,56.489555,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1605,4945,549,99,450,0,18.032787,81.967213,0,0.037967,0.039675,0.140834,99.375232,99.70817,2544.342026,2467.219948,77.122078,4.634503,4.494025,0.140477,170.310162,0.310219,6.693682,0,0,0,0,1,539,1,10,?,0,?,?,0.594249,0.057532,0.180328,0.142921,0.857079,0.819672,?,0.180328,?,?,0.590119,0.098197,?,0.180328,21.292,0,20.9375,0,20937.5,0,18292,462276,53448,95.446266,59.21792,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1605,4945,549,84,465,0,15.300546,84.699454,0,0.00854,0.03959,0.140863,99.152728,99.718747,2545.139825,2425.150882,119.988944,4.635956,4.417397,0.218559,208.527481,0.379831,8.193164,0,0,0,0,1,539,1,10,?,0,?,?,0.627644,0.044352,0.153005,0.144646,0.855354,0.846995,?,0.153005,?,?,0.617782,0.10439,?,0.153005,28.129,0,27.703125,0,27703.125,0,18292,462276,53448,96.539162,55.702825,?,1,1
3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1606,4945,549,89,460,0,16.211293,83.788707,0,0.016037,0.039594,0.140625,99.173033,99.560866,2542.652057,2425.136927,117.51513,4.631425,4.417371,0.214053,182.542005,0.332499,7.179197,0,0,0,0,1,539,1,10,?,0,?,?,0.538219,0.037267,0.162113,0.146288,0.853712,0.837887,?,0.162113,?,?,0.618084,0.107706,?,0.162113,22.161,0,21.765625,0,21765.625,0,18292,462276,53448,96.539162,59.593846,?,1,1
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1633,47597,5289,870,4419,0,16.449234,83.550766,0,0.045596,0.036295,0.135133,97.722063,99.164523,25951.945472,24153.342956,1798.602516,4.906777,4.566713,0.340065,3002.020761,0.567597,11.567614,0.020833,2,0.000578,3,0.999422,5190,0.979167,94,0.4,0.020833,0.039604,0.087988,0.67116,0.051596,0.164492,0.121467,0.878533,0.835508,0.153973,0.164492,0.087807,0.060887,0.640567,0.097831,0.081215,0.164492,1669.902,0.015,1660.484375,0.015625,1660484.375,15.625,2082333,4428996,494352,93.79845,56.618435,?,183,92
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1654,47597,5289,842,4447,0,15.919834,84.080166,0,0.032471,0.036443,0.135695,98.121344,99.579015,25951.995925,26509.372681,-557.376756,4.906787,5.012171,-0.105384,2699.771379,0.51045,10.402943,0,0,0.001348,7,0.998652,5186,1,96,0,0,0,-0.00495,0.679681,0.037406,0.159198,0.128853,0.871147,0.840802,0.144397,0.159198,0.075772,0.04699,0.624364,0.089609,0.061041,0.159198,1207.301,0.031,1199.609375,0.03125,1199609.375,31.25,396687,4428996,494352,92.361505,54.866371,?,35,18
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1712,47597,5289,870,4419,0,16.449234,83.550766,0,0.048199,0.036049,0.135883,97.058219,99.714767,25955.600805,27559.911166,-1604.310361,4.907468,5.210798,-0.30333,3260.317579,0.616434,12.561133,0.020833,2,0.002118,11,0.997882,5182,0.979167,94,0.153846,0.020833,0.036697,0.050456,0.711926,0.049922,0.164492,0.119213,0.880787,0.835508,0.165335,0.164492,0.095652,0.06615,0.637125,0.096809,0.088323,0.164492,1080.998,0.031,1074.390625,0.03125,1074390.625,31.25,1285068,4428996,494352,89.279637,47.278666,?,113,57
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1732,47597,5289,862,4427,0,16.297977,83.702023,0,0.042496,0.036258,0.135844,97.61935,99.684615,25955.434418,27508.467308,-1553.032889,4.907437,5.201072,-0.293635,3034.308498,0.573702,11.690455,0.020833,2,0.000963,5,0.999037,5188,0.979167,94,0.285714,0.020833,0.038835,0.072963,0.685596,0.055122,0.16298,0.123031,0.876969,0.83702,0.146861,0.16298,0.084961,0.056099,0.628812,0.091814,0.08264,0.16298,1252.565,0.031,1245.234375,0.03125,1245234.375,31.25,647256,4428996,494352,91.510683,51.588758,?,57,29
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1757,47597,5289,886,4403,0,16.751749,83.248251,0,0.053791,0.036014,0.135047,96.964058,99.100504,25951.87892,24370.962923,1580.915997,4.906765,4.607858,0.298906,3549.119442,0.671038,13.675771,0.010526,1,0.001733,9,0.998267,5185,0.989474,94,0.1,0.010526,0.019048,0.026884,0.734495,0.052504,0.167517,0.11702,0.88298,0.832483,0.181814,0.167517,0.099225,0.072381,0.6485,0.103368,0.096805,0.167517,1459.701,0.031,1453.484375,0.03125,1453484.375,31.25,1968438,4428996,494352,91.340518,48.465368,?,173,87
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1825,47597,5289,882,4407,0,16.67612,83.32388,0,0.050683,0.036104,0.134942,97.203882,99.022537,25957.418502,24110.48114,1846.937362,4.907812,4.558609,0.349204,3238.465144,0.612302,12.476068,0,0,0.000963,5,0.999037,5189,1,95,0,0,0,-0.00416,0.724871,0.050723,0.166761,0.119116,0.880884,0.833239,?,0.166761,?,?,0.643337,0.103123,?,0.166761,1666.827,0.016,1660.1875,0.015625,1660187.5,15.625,2879598,4428996,494352,93.155606,54.349946,?,253,127
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1846,47598,5288,896,4392,0,16.944024,83.055976,0,0.055108,0.036061,0.135345,97.087938,99.318327,25953.491465,25213.057733,740.433732,4.907998,4.767976,0.140022,3342.836979,0.632155,12.880105,0,0,0.002503,13,0.997497,5180,1,95,0,0,0,-0.006714,0.699275,0.033315,0.16944,0.117438,0.882562,0.83056,0.17298,0.16944,0.10184,0.074064,0.641762,0.100452,0.092863,0.16944,1275.422,0.031,1267.984375,0.03125,1267984.375,31.25,1558416,4429089,494259,90.752648,48.791196,?,137,69
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1906,47598,5288,886,4402,0,16.754917,83.245083,0,0.049719,0.036127,0.135194,97.265635,99.207749,25952.617458,24933.421289,1019.19617,4.907832,4.715095,0.192738,3114.860715,0.589043,12.002106,0.021053,2,0.002311,12,0.997689,5181,0.978947,93,0.142857,0.021053,0.036697,0.048445,0.673009,0.047445,0.167549,0.120668,0.879332,0.832451,0.182089,0.167549,0.094466,0.070228,0.640239,0.100524,0.091514,0.167549,1204.975,0.015,1198,0.015625,1198000,15.625,1102836,4429089,494259,91.622542,50.901783,?,97,49
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1925,47598,5288,885,4403,0,16.736006,83.263994,0,0.049582,0.036095,0.135519,97.182269,99.446586,25950.884179,26575.341591,-624.457412,4.907505,5.025594,-0.11809,3217.049967,0.608368,12.396687,0.010526,1,0.000963,5,0.999037,5188,0.989474,94,0.166667,0.010526,0.019802,0.037732,0.678075,0.036414,0.16736,0.120619,0.879381,0.83264,0.162801,0.16736,0.092824,0.066804,0.637886,0.097778,0.081463,0.16736,1147.174,0.016,1139.296875,0.015625,1139296.875,15.625,1171173,4429089,494259,90.525719,49.012192,?,103,52
4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1945,47598,5288,838,4450,0,15.847201,84.152799,0,0.039185,0.036128,0.136305,97.269181,100.023845,25949.42188,30530.30707,-4580.885189,4.907228,5.773507,-0.866279,3131.247452,0.592142,12.066733,0.020833,2,0.001733,9,0.998267,5183,0.979167,94,0.181818,0.020833,0.037383,0.055969,0.704572,0.057823,0.158472,0.121864,0.878136,0.841528,0.142119,0.158472,0.084274,0.053412,0.631467,0.094913,0.084644,0.158472,1211.762,0.031,1204.171875,0.03125,1204171.875,31.25,966162,4429089,494259,88.880484,48.058868,?,85,43
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1946,9732,1082,182,900,0,16.820702,83.179298,0,0.023018,0.038616,0.139138,99.204356,99.738176,4873.808857,4674.489111,199.319746,4.504444,4.32023,0.184214,322.578235,0.298131,6.618607,0,0,0,0,1,1050,1,32,?,0,?,?,0.568274,0.045473,0.168207,0.146549,0.853451,0.831793,?,0.168207,?,?,0.572842,0.096807,?,0.168207,70.992,0,70.328125,0,70328.125,0,202610,907492,103042,95.286506,48.644486,?,19,10
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1948,9732,1082,173,909,0,15.988909,84.011091,0,0.007288,0.038696,0.139273,99.414926,99.839824,4867.677363,4712.566865,155.110499,4.498778,4.355422,0.143355,270.440607,0.249945,5.555845,0,0,0.000952,1,0.999048,1049,1,32,0,0,0,-0.00531,0.52744,0.041363,0.159889,0.153024,0.846976,0.840111,?,0.159889,?,?,0.560072,0.089867,?,0.159889,65.83,0,65.140625,0,65140.625,0,52271,907492,103042,95.194085,48.804298,?,5,3
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1949,9732,1082,176,906,0,16.266174,83.733826,0,0.006901,0.039309,0.139605,100.987721,100.076871,4869.808874,4954.001313,-84.192439,4.500748,4.578559,-0.077812,124.826073,0.115366,2.563264,0,0,0,0,1,1050,1,32,?,0,?,?,0.622946,0.049335,0.162662,0.155725,0.844275,0.837338,?,0.162662,?,?,0.540383,0.078703,?,0.162662,72.024,0.016,71.34375,0.015625,71343.75,15.625,18542,907492,103042,99.35305,85.697782,?,1,1
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.195,9732,1082,178,904,0,16.451017,83.548983,0,0.018556,0.038576,0.138953,99.11219,99.615292,4864.028693,4660.353574,203.675118,4.495405,4.307166,0.188239,330.928393,0.305849,6.803586,0,0,0.001905,2,0.998095,1048,1,32,0,0,0,-0.007512,0.576518,0.042261,0.16451,0.146964,0.853036,0.83549,?,0.16451,?,?,0.587643,0.101866,?,0.16451,72.025,0.016,71.25,0.015625,71250,15.625,138179,907492,103042,95.563771,48.83703,?,13,7
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1951,9733,1081,186,895,0,17.20629,82.79371,0,0.025992,0.038589,0.138874,99.153074,99.569292,4849.370983,4632.056518,217.314465,4.486005,4.284974,0.201031,310.630348,0.287355,6.40558,0,0,0,0,1,1050,1,31,?,0,?,?,0.609524,0.045116,0.172063,0.147288,0.852712,0.827937,?,0.172063,?,?,0.59145,0.10131,?,0.172063,72.047,0.016,71.265625,0.015625,71265.625,15.625,138179,907585,102949,95.929695,49.16551,?,13,7
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1952,9733,1081,176,905,0,16.281221,83.718779,0,0.018966,0.038617,0.138995,99.225313,99.655558,4848.571781,4638.943347,209.628434,4.485265,4.291344,0.193921,321.79885,0.297686,6.636982,0,0,0,0,1,1050,1,31,?,0,?,?,0.657143,0.045552,0.162812,0.144819,0.855181,0.837188,?,0.162812,?,?,0.601992,0.104201,?,0.162812,72.279,0,71.5,0,71500,0,116702,907585,102949,96.207216,49.460376,?,11,6
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1954,9733,1081,173,908,0,16.0037,83.9963,0,0.012905,0.038675,0.139231,99.383136,99.835128,4848.906283,4676.53347,172.372813,4.485575,4.326118,0.159457,306.419026,0.283459,6.319343,0,0,0,0,1,1050,1,31,?,0,?,?,0.596344,0.042789,0.160037,0.147835,0.852165,0.839963,?,0.160037,?,?,0.578077,0.088136,?,0.160037,72.425,0,71.8125,0,71812.5,0,116702,907585,102949,95.929695,49.419904,?,11,6
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1955,9733,1081,178,903,0,16.466235,83.533765,0,0.009301,0.039306,0.139595,100.997785,100.089582,4856.150651,4956.387729,-100.237078,4.492276,4.585003,-0.092726,119.819974,0.110842,2.467386,0,0,0,0,1,1049,1,32,?,0,?,?,0.512989,0.032924,0.164662,0.155335,0.844665,0.835338,?,0.164662,?,?,0.530375,0.079736,?,0.164662,71.067,0,70.28125,0,70281.25,0,18542,907585,102949,99.722479,85.740441,?,1,1
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1956,9733,1081,181,900,0,16.743756,83.256244,0,0.022657,0.038487,0.138953,98.892636,99.627172,4859.15045,4670.425954,188.724496,4.495051,4.320468,0.174583,368.75143,0.341121,7.588805,0,0,0.00286,3,0.99714,1046,1,32,0,0,0,-0.009214,0.671324,0.065491,0.167438,0.146174,0.853826,0.832562,?,0.167438,?,?,0.593239,0.10002,?,0.167438,63.695,0,63.15625,0,63156.25,0,116702,907585,102949,93.802035,45.000771,?,11,6
5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.1957,9733,1081,182,899,0,16.836263,83.163737,0,0.025097,0.038525,0.139389,98.975652,99.922012,4869.71482,4769.637243,100.077577,4.504824,4.412245,0.092579,368.956734,0.341311,7.576557,0.03125,1,0.001907,2,0.998093,1047,0.96875,31,0.333333,0.03125,0.057143,0.094537,0.71872,0.112339,0.168363,0.144785,0.855215,0.831637,?,0.168363,?,?,0.580744,0.09613,?,0.168363,66.382,0,65.640625,0,65640.625,0,159656,907585,102949,93.524514,44.436093,?,15,8
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2016,42658,4740,814,3926,0,17.172996,82.827004,0,0.057816,0.036052,0.134725,96.921944,98.791752,23432.939176,21318.063945,2114.875232,4.943658,4.497482,0.446176,3431.377722,0.723919,14.643394,0.013514,1,0.002143,10,0.997857,4656,0.986486,73,0.090909,0.013514,0.023529,0.029294,0.706352,0.061261,0.17173,0.116864,0.883136,0.82827,0.171476,0.17173,0.098515,0.075599,0.666499,0.107521,0.085333,0.17173,1132.509,0.016,1125.375,0.015625,1125375,15.625,1262304,3969674,443300,93.291139,49.50484,?,111,56
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2031,42658,4740,792,3948,0,16.708861,83.291139,0,0.057728,0.035885,0.135358,96.474083,99.255431,23436.054482,24393.370302,-957.31582,4.944315,5.146281,-0.201965,3573.542792,0.753912,15.248056,0.013514,1,0.002572,12,0.997428,4654,0.986486,73,0.076923,0.013514,0.022989,0.025936,0.713566,0.042876,0.167089,0.112667,0.887333,0.832911,0.182249,0.167089,0.105701,0.077726,0.664316,0.106666,0.093353,0.167089,892.059,0.032,881.890625,0.03125,881890.625,31.25,1216746,3969674,443300,89.409283,44.042773,?,107,54
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.205,42658,4740,806,3934,0,17.004219,82.995781,0,0.054267,0.03609,0.134716,97.025362,98.784792,23431.628457,21461.333122,1970.295335,4.943382,4.527707,0.415674,3162.368839,0.667166,13.496155,0.027027,2,0.000429,2,0.999571,4664,0.972973,72,0.5,0.027027,0.051282,0.113555,0.733909,0.070631,0.170042,0.119119,0.880881,0.829958,0.165496,0.170042,0.096479,0.071045,0.657871,0.107723,0.097685,0.170042,1148.955,0.031,1140.484375,0.03125,1140484.375,31.25,1193967,3969674,443300,93.270042,52.494829,?,105,53
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2106,42658,4740,821,3919,0,17.320675,82.679325,0,0.067848,0.035734,0.13483,96.064569,98.866605,23433.716592,22263.434961,1170.281631,4.943822,4.696927,0.246895,3837.661287,0.809633,16.376665,0,0,0.001286,6,0.998714,4661,1,73,0,0,0,-0.004453,0.750413,0.0353,0.173207,0.109052,0.890948,0.826793,0.173734,0.173207,0.111589,0.083096,0.674659,0.11504,0.113624,0.173207,995.374,0.032,989.65625,0.03125,989656.25,31.25,1717884,3969674,443300,89.620253,43.119881,?,151,76
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2121,42658,4740,797,3943,0,16.814346,83.185654,0,0.054857,0.036104,0.135431,97.062282,99.308267,23436.855993,22935.753203,501.10279,4.944484,4.838766,0.105718,3223.546063,0.680073,13.754174,0.041096,3,0.002571,12,0.997429,4655,0.958904,70,0.2,0.041096,0.068182,0.084464,0.696214,0.04868,0.168143,0.116502,0.883498,0.831857,0.166004,0.168143,0.099171,0.072176,0.654306,0.100024,0.100203,0.168143,895.984,0.032,890.40625,0.03125,890406.25,31.25,715608,3969674,443300,91.160338,48.202201,?,63,32
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2138,42658,4740,783,3957,0,16.518987,83.481013,0,0.046317,0.036177,0.135689,97.257117,99.498313,23433.491262,25269.852112,-1836.36085,4.943775,5.331192,-0.387418,2922.269466,0.616513,12.470483,0,0,0.002786,13,0.997214,4654,1,73,0,0,0,-0.006559,0.717442,0.034059,0.16519,0.121787,0.878213,0.83481,0.177388,0.16519,0.090625,0.06758,0.646417,0.096811,0.082106,0.16519,1000.481,0.031,992.34375,0.03125,992343.75,31.25,578934,3969674,443300,91.729958,51.688177,?,51,26
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2157,42658,4740,775,3965,0,16.350211,83.649789,0,0.043935,0.036199,0.134996,97.317728,98.989803,23432.979635,21903.49626,1529.483375,4.943667,4.620991,0.322676,2845.886861,0.600398,12.144793,0.013699,1,0.001286,6,0.998714,4661,0.986301,72,0.142857,0.013699,0.025,0.039805,0.683455,0.039289,0.163502,0.122812,0.877188,0.836498,0.184153,0.163502,0.0868,0.064718,0.643549,0.102435,0.091861,0.163502,1158.32,0.016,1151.96875,0.015625,1151968.75,15.625,1102851,3969674,443300,92.637131,54.74394,?,97,49
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2215,42658,4740,788,3952,0,16.624473,83.375527,0,0.049756,0.036118,0.135773,97.098646,99.557894,23436.867363,25448.881586,-2012.014223,4.944487,5.368962,-0.424476,2935.423352,0.619288,12.524811,0,0,0.000857,4,0.999143,4662,1,74,0,0,0,-0.00366,0.679803,0.031941,0.166245,0.119339,0.880661,0.833755,0.168027,0.166245,0.090767,0.067354,0.639295,0.095295,0.085046,0.166245,1056.019,0.031,1045.671875,0.03125,1045671.875,31.25,783945,3969674,443300,90.35865,49.879623,?,69,35
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.224,42659,4739,773,3966,0,16.311458,83.688542,0,0.045484,0.036279,0.135088,97.531541,99.058476,23427.927391,21658.617404,1769.309987,4.943644,4.570293,0.373351,2816.045793,0.594228,12.020038,0.027027,2,0.002358,11,0.997642,4654,0.972973,72,0.153846,0.027027,0.045977,0.058476,0.704131,0.043479,0.163115,0.120535,0.879465,0.836885,0.151441,0.163115,0.088566,0.061002,0.648555,0.098674,0.088446,0.163115,1515.113,0.031,1505.078125,0.03125,1505078.125,31.25,1581210,3969767,443207,94.091581,58.051877,?,139,70
6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.LMT,'-I -1 -M 1 -W 0.0',-1113212459618104943,20220608.2258,42659,4739,772,3967,0,16.290357,83.709643,0,0.042676,0.036224,0.135267,97.386148,99.189683,23428.24718,22952.756959,475.490222,4.943711,4.843376,0.100336,2923.357125,0.616872,12.477917,0.013514,1,0.001929,9,0.998071,4656,0.986486,73,0.1,0.013514,0.02381,0.031299,0.701405,0.045685,0.162904,0.123032,0.876968,0.837096,0.17055,0.162904,0.089082,0.061931,0.646699,0.097697,0.080431,0.162904,1047.863,0.031,1040.46875,0.03125,1040468.75,31.25,533376,3969767,443207,92.10804,51.2634,?,47,24
