@relation InstanceResultListener

@attribute Key_Dataset {0_all-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2_woman-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3_old-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4_young-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,6_no_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,7_forced-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,8_no_forced_keys-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,9_light_1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast}
@attribute Key_Run {1}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-C 0.01 -M 6'}
@attribute Key_Scheme_version_ID {-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 492\nSize of the tree: 983\n','Number of leaves: 467\nSize of the tree: 933\n','Number of leaves: 534\nSize of the tree: 1067\n','Number of leaves: 515\nSize of the tree: 1029\n','Number of leaves: 556\nSize of the tree: 1111\n','Number of leaves: 459\nSize of the tree: 917\n','Number of leaves: 555\nSize of the tree: 1109\n','Number of leaves: 475\nSize of the tree: 949\n','Number of leaves: 496\nSize of the tree: 991\n','Number of leaves: 598\nSize of the tree: 1195\n','Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 523\nSize of the tree: 1045\n','Number of leaves: 536\nSize of the tree: 1071\n','Number of leaves: 478\nSize of the tree: 955\n','Number of leaves: 609\nSize of the tree: 1217\n','Number of leaves: 524\nSize of the tree: 1047\n','Number of leaves: 440\nSize of the tree: 879\n','Number of leaves: 601\nSize of the tree: 1201\n','Number of leaves: 605\nSize of the tree: 1209\n','Number of leaves: 549\nSize of the tree: 1097\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 590\nSize of the tree: 1179\n','Number of leaves: 548\nSize of the tree: 1095\n','Number of leaves: 594\nSize of the tree: 1187\n','Number of leaves: 785\nSize of the tree: 1569\n','Number of leaves: 589\nSize of the tree: 1177\n','Number of leaves: 577\nSize of the tree: 1153\n','Number of leaves: 539\nSize of the tree: 1077\n','Number of leaves: 592\nSize of the tree: 1183\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 628\nSize of the tree: 1255\n','Number of leaves: 719\nSize of the tree: 1437\n','Number of leaves: 546\nSize of the tree: 1091\n','Number of leaves: 859\nSize of the tree: 1717\n','Number of leaves: 694\nSize of the tree: 1387\n','Number of leaves: 584\nSize of the tree: 1167\n','Number of leaves: 596\nSize of the tree: 1191\n','Number of leaves: 669\nSize of the tree: 1337\n','Number of leaves: 538\nSize of the tree: 1075\n','Number of leaves: 756\nSize of the tree: 1511\n','Number of leaves: 787\nSize of the tree: 1573\n','Number of leaves: 625\nSize of the tree: 1249\n','Number of leaves: 619\nSize of the tree: 1237\n','Number of leaves: 730\nSize of the tree: 1459\n','Number of leaves: 802\nSize of the tree: 1603\n','Number of leaves: 670\nSize of the tree: 1339\n','Number of leaves: 755\nSize of the tree: 1509\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 434\nSize of the tree: 867\n','Number of leaves: 455\nSize of the tree: 909\n','Number of leaves: 452\nSize of the tree: 903\n','Number of leaves: 482\nSize of the tree: 963\n','Number of leaves: 516\nSize of the tree: 1031\n','Number of leaves: 461\nSize of the tree: 921\n','Number of leaves: 503\nSize of the tree: 1005\n','Number of leaves: 485\nSize of the tree: 969\n','Number of leaves: 456\nSize of the tree: 911\n','Number of leaves: 367\nSize of the tree: 733\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13987,1555,250,1305,0,16.07717,83.92283,0,0,0.036842,0.135716,99.98418,99.999927,7362.349748,7362.325737,0.024011,4.73463,4.734615,0.000015,3.76155,0.002419,0.051092,0,0,0,0,1,1531,1,24,?,0,?,?,0.5,0.015434,0.160772,0.160772,0.839228,0.839228,?,0.160772,?,?,0.5,0.060641,?,0.160772,0.765,0.016,0.765625,0.015625,765.625,15.625,4711,1303269,147093,95.369775,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13987,1555,249,1306,0,16.012862,83.987138,0,0,0.036845,0.135729,99.984212,99.999965,7366.007565,7365.997879,0.009685,4.736982,4.736976,0.000006,3.758593,0.002417,0.051026,0,0,0,0,1,1531,1,24,?,0,?,?,0.5,0.015434,0.160129,0.160129,0.839871,0.839871,?,0.160129,?,?,0.5,0.060465,?,0.160129,0.656,0,0.640625,0,640.625,0,4711,1303269,147093,95.369775,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,259,1295,0,16.666667,83.333333,0,0.022547,0.036421,0.135696,98.832671,99.975013,7358.606783,57198.174029,-49839.567246,4.735268,36.807062,-32.071794,492.135079,0.316689,6.687884,0,0,0,0,1,1531,1,23,?,0,?,?,0.539857,0.016321,0.166667,0.145993,0.854007,0.833333,?,0.166667,?,?,0.559047,0.077841,?,0.166667,0.609,0.016,0.59375,0.015625,593.75,15.625,235028,1303362,147000,90.797941,53.000479,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036846,0.135731,99.984218,99.999972,7359.663864,7359.603403,0.06046,4.735948,4.73591,0.000039,3.755846,0.002417,0.051033,0,0,0,0,1,1531,1,23,?,0,?,?,0.5,0.014801,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060437,?,0.160232,0.594,0.015,0.578125,0.015625,578.125,15.625,4711,1303362,147000,95.559846,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036847,0.135735,99.984228,99.999984,7362.430864,7362.384462,0.046403,4.737729,4.737699,0.00003,3.752705,0.002415,0.050971,0,0,0,0,1,1531,1,23,?,0,?,?,0.5,0.014801,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060381,?,0.160232,0.719,0,0.6875,0,687.5,0,4711,1303362,147000,95.559846,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036846,0.135732,99.98422,99.999975,7359.297836,7359.231323,0.066514,4.735713,4.73567,0.000043,3.753857,0.002416,0.051008,0,0,0,0,1,1531,1,23,?,0,?,?,0.5,0.014801,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060424,?,0.160232,0.687,0,0.671875,0,671.875,0,4711,1303362,147000,95.559846,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036846,0.135731,99.984218,99.999972,7359.695992,7359.619731,0.076261,4.735969,4.73592,0.000049,3.753742,0.002416,0.051004,0,0,0,0,1,1530,1,24,?,0,?,?,0.5,0.015444,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060435,?,0.160232,0.64,0,0.640625,0,640.625,0,4711,1303362,147000,95.431145,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036848,0.135739,99.984238,99.999996,7363.711486,7363.650865,0.060621,4.738553,4.738514,0.000039,3.748868,0.002412,0.05091,0,0,0,0,1,1530,1,24,?,0,?,?,0.5,0.015444,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060322,?,0.160232,0.703,0.016,0.6875,0.015625,687.5,15.625,4711,1303362,147000,95.431145,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036846,0.135733,99.984223,99.999978,7362.328145,7362.324865,0.00328,4.737663,4.737661,0.000002,3.752935,0.002415,0.050975,0,0,0,0,1,1530,1,24,?,0,?,?,0.5,0.015444,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060407,?,0.160232,0.703,0,0.703125,0,703.125,0,4711,1303362,147000,95.366795,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
10_light_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13988,1554,249,1305,0,16.023166,83.976834,0,0,0.036846,0.135734,99.984225,99.99998,7363.770619,7363.784747,-0.014128,4.738591,4.7386,-0.000009,3.752902,0.002415,0.050964,0,0,0,0,1,1530,1,24,?,0,?,?,0.5,0.015444,0.160232,0.160232,0.839768,0.839768,?,0.160232,?,?,0.5,0.060399,?,0.160232,0.625,0,0.625,0,625,0,4711,1303362,147000,95.302445,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13430,1493,222,1271,0,14.86939,85.13061,0,0.003341,0.036925,0.136119,99.58631,99.973486,7229.452195,15657.66506,-8428.212865,4.842232,10.487385,-5.645153,158.705278,0.1063,2.19526,0,0,0,0,1,1458,1,35,?,0,?,?,0.528052,0.024888,0.148694,0.145761,0.854239,0.851306,?,0.148694,?,?,0.522174,0.062797,?,0.148694,0.609,0,0.609375,0,609.375,0,60728,1251468,141327,94.77562,69.393116,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13430,1493,232,1261,0,15.539183,84.460817,0,0.008142,0.0368,0.135737,99.248483,99.694776,7227.653936,10282.012856,-3054.35892,4.841027,6.886814,-2.045786,192.235818,0.128758,2.659726,0.057143,2,0,0,1,1458,0.942857,33,1,0.057143,0.108108,0.236386,0.567049,0.08116,0.155392,0.148064,0.851936,0.844608,?,0.155392,?,?,0.528999,0.066443,?,0.155392,0.546,0,0.546875,0,546.875,0,53756,1251468,141327,94.976557,69.420695,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13430,1493,227,1266,0,15.204287,84.795713,0,0,0.037069,0.136138,99.985946,99.999948,7225.000407,7225.054564,-0.054157,4.83925,4.839286,-0.000036,3.47863,0.00233,0.048147,0,0,0,0,1,1458,1,35,?,0,?,?,0.5,0.023443,0.152043,0.152043,0.847957,0.847957,?,0.152043,?,?,0.5,0.054798,?,0.152043,0.562,0.016,0.5625,0.015625,562.5,15.625,4711,1251468,141327,95.57937,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,227,1265,0,15.214477,84.785523,0,0,0.037071,0.136143,99.985959,99.999963,7217.800462,7217.614505,0.185958,4.837668,4.837543,0.000125,3.469899,0.002326,0.048074,0,0,0,0,1,1457,1,35,?,0,?,?,0.5,0.023458,0.152145,0.152145,0.847855,0.847855,?,0.152145,?,?,0.5,0.054731,?,0.152145,0.656,0,0.65625,0,656.25,0,4711,1251561,141234,95.710456,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,227,1265,0,15.214477,84.785523,0,0.002026,0.036929,0.136036,99.604013,99.920375,7219.087726,14575.006943,-7355.919216,4.838531,9.768771,-4.930241,166.853612,0.111832,2.311284,0,0,0.001373,2,0.998627,1455,1,35,0,0,0,-0.005678,0.56784,0.037025,0.152145,0.150327,0.849673,0.847855,?,0.152145,?,?,0.525688,0.062433,?,0.152145,0.578,0.016,0.578125,0.015625,578.125,15.625,39812,1251561,141234,94.97319,69.567103,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,226,1266,0,15.147453,84.852547,0,0,0.037072,0.136147,99.985972,99.999978,7217.551485,7217.359294,0.192191,4.837501,4.837372,0.000129,3.470457,0.002326,0.048084,0,0,0,0,1,1457,1,35,?,0,?,?,0.5,0.023458,0.151475,0.151475,0.848525,0.848525,?,0.151475,?,?,0.5,0.054661,?,0.151475,0.625,0,0.625,0,625,0,4711,1251561,141234,95.710456,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,233,1259,0,15.616622,84.383378,0,0.009005,0.036816,0.135857,99.298835,99.788853,7221.652075,23100.134905,-15878.482829,4.840249,15.482664,-10.642415,179.452747,0.120277,2.484927,0.028571,1,0,0,1,1457,0.971429,34,1,0.028571,0.055556,0.167092,0.537278,0.052681,0.156166,0.148032,0.851968,0.843834,?,0.156166,?,?,0.524304,0.065204,?,0.156166,0.5,0,0.484375,0,484.375,0,70024,1251561,141234,94.168901,68.977028,'Number of leaves: 29\nSize of the tree: 57\n',57,29,29
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,229,1263,0,15.348525,84.651475,0,0.007884,0.036833,0.135839,99.343638,99.775621,7221.899932,18843.359598,-11621.459666,4.840416,12.629598,-7.789182,175.520996,0.117641,2.430399,0.028571,1,0,0,1,1457,0.971429,34,1,0.028571,0.055556,0.167092,0.560918,0.07136,0.153485,0.146417,0.853583,0.846515,?,0.153485,?,?,0.519172,0.065113,?,0.153485,0.644,0.015,0.625,0.015625,625,15.625,58404,1251561,141234,94.369973,69.620985,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,226,1266,0,15.147453,84.852547,0,0,0.037071,0.136144,99.985962,99.999967,7222.017401,7222.050639,-0.033238,4.840494,4.840517,-0.000022,3.473507,0.002328,0.048096,0,0,0,0,1,1458,1,34,?,0,?,?,0.5,0.022788,0.151475,0.151475,0.848525,0.848525,?,0.151475,?,?,0.5,0.054714,?,0.151475,0.547,0,0.546875,0,546.875,0,4711,1251561,141234,95.576408,74.509804,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
11_light_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,13431,1492,230,1262,0,15.41555,84.58445,0,0.007707,0.036916,0.136013,99.564431,99.900961,7225.408399,10309.656559,-3084.24816,4.842767,6.909957,-2.06719,166.868156,0.111842,2.309463,0,0,0,0,1,1458,1,34,?,0,?,?,0.535322,0.024745,0.154155,0.146923,0.853077,0.845845,?,0.154155,?,?,0.522407,0.062081,?,0.154155,0.609,0.016,0.609375,0.015625,609.375,15.625,39812,1251561,141234,94.839142,69.443568,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,500,2520,0,16.556291,83.443709,0,0.059496,0.035626,0.135551,95.634846,99.325441,14986.807113,363396.599729,-348409.792616,4.962519,120.33,-115.367481,2253.911224,0.746328,15.039302,0.035088,2,0.00405,12,0.99595,2951,0.964912,55,0.142857,0.035088,0.056338,0.062178,0.668108,0.094125,0.165563,0.109619,0.890381,0.834437,?,0.165563,?,?,0.628743,0.104299,?,0.165563,1.898,0.016,1.875,0.015625,1875,15.625,1218075,2529841,283333,85.099338,42.04454,'Number of leaves: 523\nSize of the tree: 1045\n',1045,523,523
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,535,2485,0,17.715232,82.284768,0,0.071502,0.035709,0.135666,95.857092,99.408513,14991.842008,357166.293411,-342174.451403,4.964186,118.266985,-113.302798,2049.228179,0.678552,13.668955,0.017544,1,0.003375,10,0.996625,2953,0.982456,56,0.090909,0.017544,0.029412,0.032006,0.575854,0.02981,0.177152,0.109911,0.890089,0.822848,0.218466,0.177152,0.111573,0.095768,0.611665,0.098356,0.118024,0.177152,2.047,0.031,1.859375,0.03125,1859.375,31.25,1248287,2529841,283333,84.801325,46.636151,'Number of leaves: 536\nSize of the tree: 1071\n',1071,536,536
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,536,2484,0,17.748344,82.251656,0,0.069668,0.035741,0.135516,95.942036,99.299119,14991.152845,304839.775713,-289848.622868,4.963958,100.940323,-95.976365,2035.810978,0.67411,13.580083,0.017544,1,0.003712,11,0.996288,2952,0.982456,56,0.083333,0.017544,0.028986,0.029919,0.559405,0.036765,0.177483,0.111711,0.888289,0.822517,0.20823,0.177483,0.108347,0.095072,0.610356,0.09868,0.112173,0.177483,1.984,0.016,1.96875,0.015625,1968.75,15.625,1113495,2529841,283333,86.622517,47.493183,'Number of leaves: 478\nSize of the tree: 955\n',955,478,478
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,523,2497,0,17.317881,82.682119,0,0.072362,0.035621,0.135881,95.618873,99.565061,14991.226792,410442.916526,-395451.689734,4.963982,135.908251,-130.944268,2261.945583,0.748989,15.088462,0.052632,3,0.004387,13,0.995613,2950,0.947368,54,0.1875,0.052632,0.082192,0.090435,0.611427,0.043986,0.173179,0.104559,0.895441,0.826821,0.178159,0.173179,0.113759,0.088949,0.622353,0.102807,0.117233,0.173179,1.99,0.031,1.953125,0.03125,1953.125,31.25,1417939,2529841,283333,83.211921,40.985586,'Number of leaves: 609\nSize of the tree: 1217\n',1217,609,609
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,499,2521,0,16.523179,83.476821,0,0.056324,0.035871,0.135962,96.288477,99.621109,14995.825124,335925.459552,-320929.634428,4.965505,111.233596,-106.268091,1877.256355,0.621608,12.518527,0.017857,1,0.004386,13,0.995614,2951,0.982143,55,0.071429,0.017857,0.028571,0.026753,0.608724,0.029133,0.165232,0.112494,0.887506,0.834768,?,0.165232,?,?,0.604568,0.095002,?,0.165232,1.924,0.032,1.875,0.03125,1875,31.25,1220399,2529841,283333,85.596026,47.773666,'Number of leaves: 524\nSize of the tree: 1047\n',1047,524,524
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27176,3020,506,2514,0,16.754967,83.245033,0,0.058634,0.035911,0.13586,96.396769,99.54859,14993.639283,295321.881723,-280328.24244,4.964781,97.788703,-92.823921,1924.425767,0.637227,12.834948,0.017857,1,0.005061,15,0.994939,2949,0.982143,55,0.0625,0.017857,0.027778,0.02378,0.68637,0.040165,0.16755,0.112473,0.887527,0.83245,0.191064,0.16755,0.098191,0.081034,0.61093,0.09516,0.09539,0.16755,2.018,0.031,2,0.03125,2000,31.25,1025183,2529841,283333,87.251656,48.809895,'Number of leaves: 440\nSize of the tree: 879\n',879,440,440
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27177,3019,539,2480,0,17.853594,82.146406,0,0.079607,0.035531,0.135793,95.37757,99.501438,14982.847144,408136.402556,-393153.555412,4.962851,135.189269,-130.226418,2350.198555,0.778469,15.685928,0.035714,2,0.003712,11,0.996288,2952,0.964286,54,0.153846,0.035714,0.057971,0.065943,0.621101,0.048554,0.178536,0.10297,0.89703,0.821464,0.173763,0.178536,0.117801,0.091607,0.633156,0.107532,0.125418,0.178536,1.971,0.031,1.953125,0.03125,1953.125,31.25,1399347,2529934,283240,83.736337,40.674421,'Number of leaves: 601\nSize of the tree: 1201\n',1201,601,601
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27177,3019,553,2466,0,18.317324,81.682676,0,0.080138,0.035573,0.135213,95.488907,99.073974,14986.838056,311012.278503,-296025.440447,4.964173,103.01831,-98.054137,2281.080193,0.755575,15.220557,0.017544,1,0.005064,15,0.994936,2947,0.982456,56,0.0625,0.017544,0.027397,0.023394,0.617589,0.0308,0.183173,0.107173,0.892827,0.816827,0.209485,0.183173,0.120197,0.102302,0.631618,0.106712,0.124312,0.183173,1.924,0.032,1.890625,0.03125,1890.625,31.25,1243639,2529934,283240,86.088109,43.438614,'Number of leaves: 534\nSize of the tree: 1067\n',1067,534,534
1_man-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.J48,'-C 0.01 -M 6',-217733168393644444,20220607.1738,27177,3019,535,2484,0,17.7211,82.2789,0,0.074382,0.035445,0.135271,95.144413,99.115754,14987.710569,362292.71603,-347305.005461,4.964462,120.004212,-115.03975,2335.797418,0.773699,15.584751,0.035088,2,0.001688,5,0.998312,2957,0.964912,55,0.285714,0.035088,0.0625,0.094514,0.63696,0.041229,0.177211,0.107128,0.892872,0.822789,?,0.177211,?,?,0.633401,0.109683,?,0.177211,2.083,0.031,2.03125,0.03125,2031.25,31.25,1408643,2529934,283240,84.564425,41.403789,'Number of leaves: 605\nSize of the tree: 1209\n',1209,605,605
