@relation pressed_keys-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute left_x numeric
@attribute left_y numeric
@attribute right_x numeric
@attribute right_y numeric
@attribute centre_x numeric
@attribute centre_y numeric
@attribute head_angle numeric
@attribute pressed_key {8,13,39,43,44,45,46,48,49,50,51,52,53,54,55,56,57,60,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,161,180,186,231,241}

@data
29,3,30,3,301,183,1.25,111
28,3,31,3,300,182,0.32,114
23,3,28,3,299,182,0.95,101
24,2,28,3,297,182,0.32,108
26,3,29,2,296,183,0.64,110
25,2,27,2,296,183,2.19,111
27,3,28,3,300,184,1.27,98
29,3,30,3,301,184,1.25,108
?,?,25,3,298,182,1.59,101
29,3,31,3,306,186,2.2,103
29,3,30,3,308,186,2.5,97
29,2,31,3,309,184,3.13,114
28,2,31,2,305,185,2.2,99
24,3,27,2,303,187,2.52,105
23,3,26,3,304,188,2.22,108
29,3,31,3,300,189,1.58,97
25,4,27,4,305,185,2.55,110
27,4,29,2,305,191,2.17,8
29,3,32,3,303,189,1.23,112
27,3,31,3,303,191,0.62,111
25,5,26,4,304,188,1.58,114
29,3,31,3,299,185,0.93,116
33,2,31,3,299,185,1.54,101
28,2,33,3,296,184,1.55,114
29,3,31,3,298,185,2.52,101
28,2,33,2,296,185,2.2,115
22,3,18,4,293,180,1.57,97
27,3,28,2,296,185,1.55,108
30,3,32,3,296,185,1.53,97
30,4,32,3,297,187,0.31,115
31,3,32,3,298,185,2.15,97
29,2,33,2,297,185,1.23,110
29,2,32,3,296,184,1.25,116
29,3,32,3,299,185,0.32,97
23,2,25,2,293,187,1.58,44
27,2,31,2,294,188,2.19,112
25,2,30,3,293,187,1.27,111
29,2,30,3,293,187,1.91,114
20,3,16,4,292,184,1.88,101
?,?,18,3,294,186,2.22,108
26,3,31,2,295,189,2.2,98
30,2,31,3,294,186,1.54,114
28,3,32,3,295,187,0.94,97
28,3,30,3,289,183,0.94,99
28,3,31,3,290,181,0.95,111
27,3,31,3,298,183,0.95,103
23,3,29,2,276,179,0,111
27,3,31,3,281,179,0.63,110
28,2,31,3,286,179,0.63,103
28,2,31,3,290,178,0.63,111
29,2,32,3,294,178,2.22,114
30,3,32,3,298,179,0.95,97
25,4,30,3,304,178,0.63,121
29,3,31,3,303,178,1.58,101
28,4,32,4,306,180,2.52,108
24,3,30,3,308,178,1.57,109
31,4,30,4,317,182,3.13,97
