@relation 5_glasses-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute left_x numeric
@attribute left_y numeric
@attribute right_x numeric
@attribute right_y numeric
@attribute centre_x numeric
@attribute centre_y numeric
@attribute head_angle numeric
@attribute pressed_key {8,13,32,39,44,45,46,48,49,50,51,52,53,54,55,56,57,60,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,161,180,231,241}

@data
19,1,13,1,385,300,1.51,44
20,2,18,3,389,301,1.1,32
20,1,19,2,393,301,2.97,121
19,1,24,2,395,303,2.54,101
17,2,18,2,399,300,2.23,110
16,4,8,7,385,293,4.32,100
22,4,12,4,385,295,4.32,111
23,5,28,1,391,299,1.82,32
19,3,14,2,386,308,3.91,111
20,2,19,2,390,306,2.15,116
20,1,24,1,391,304,2.54,114
20,2,24,2,392,304,1.48,97
20,2,16,3,400,301,2.53,32
18,2,27,3,405,303,4.45,118
16,1,28,3,405,301,1.87,101
17,1,38,2,396,301,2.91,122
13,5,9,7,382,296,2.89,32
20,1,37,1,394,302,3.25,114
10,2,11,2,384,302,3.36,8
15,4,12,4,385,299,4.29,101
22,4,19,5,386,300,4.65,114
23,5,23,6,387,300,2.83,114
20,2,21,3,398,307,3.25,101
17,2,21,3,403,306,3.94,116
18,5,8,2,402,300,3.53,101
17,6,11,4,401,296,4.21,115
18,6,14,5,396,313,4.56,8
23,5,11,1,400,305,4.62,8
26,6,20,6,407,313,5.89,8
30,3,28,6,408,318,0.53,8
26,7,26,5,409,316,5.38,97
20,2,15,2,402,306,4.62,110
16,2,39,1,399,300,5.87,116
15,0,?,?,389,298,2.33,101
16,1,?,?,388,296,4.58,115
3,2,?,?,382,297,4.48,44
11,5,6,6,380,294,4.68,32
12,2,11,2,379,298,2.95,115
19,1,18,1,378,303,1.48,105
20,2,20,3,392,304,2.85,32
14,1,16,2,390,300,2.85,101
18,1,13,2,386,300,4.38,115
20,1,13,2,384,301,3.29,99
20,1,11,0,383,300,4.38,97
19,1,9,1,385,299,3.91,112
18,1,10,1,385,299,4.35,97
11,1,12,1,385,296,3.36,109
10,5,10,4,379,294,2.18,111
13,6,12,7,375,293,5.87,115
11,6,13,6,380,294,3.99,32
19,1,15,2,389,298,3.68,100
16,2,11,1,388,295,3.66,101
11,1,11,1,387,293,2.6,32
18,1,15,3,386,293,4.41,108
17,2,14,2,385,293,3.74,97
15,1,12,1,384,293,2.21,32
17,1,37,2,385,293,3.39,109
16,1,36,1,385,291,1.17,105
15,3,35,4,386,288,2.33,101
8,5,?,?,382,282,0,114
11,5,?,?,380,283,0.38,116
13,5,11,8,380,283,0.74,101
10,1,8,1,386,298,3.74,44
22,6,26,2,390,289,2.85,32
16,2,11,2,387,296,4.41,112
17,2,16,4,393,297,2.17,117
22,5,31,1,396,292,3.2,101
22,5,27,2,394,292,2.49,115
19,2,40,4,400,296,1.45,32
16,2,9,3,399,297,2.14,115
17,1,9,2,398,297,3.96,105
20,1,?,?,395,298,1.43,32
23,3,?,?,395,296,3.61,110
23,3,21,3,395,297,2.53,111
20,1,6,2,394,298,2.87,44
19,1,16,2,394,299,3.66,32
18,1,19,1,388,298,3.29,108
19,1,20,2,389,298,2.56,97
20,1,39,1,390,298,1.07,32
18,1,14,1,380,303,2.91,103
18,2,18,2,377,302,0.74,117
19,2,17,2,381,302,3.99,105
19,2,22,1,381,303,2.56,101
21,4,27,5,371,296,0.37,8
22,5,16,4,372,298,2.53,8
20,2,26,2,377,304,1.78,101
19,2,20,3,382,302,1.46,114
19,1,20,2,388,301,0.74,114
21,2,21,4,395,297,1.46,97
18,3,39,2,402,285,3.61,32
17,1,?,?,388,297,2.18,121
18,2,15,3,393,296,3.94,32
20,1,11,1,385,303,3.88,108
20,1,28,1,385,303,2.49,97
20,1,22,3,390,300,3.58,32
15,2,15,2,373,300,2.56,112
19,1,21,2,374,301,1.86,101
20,2,?,?,376,298,0.74,115
19,2,22,3,379,299,0.37,116
20,1,37,2,389,298,3.27,101
19,1,39,1,381,294,3.96,32
19,2,13,1,381,303,3.51,117
19,2,16,2,383,303,1.73,110
19,2,16,2,386,302,3.2,105
19,2,23,3,382,304,3.27,100
20,2,23,3,383,303,3.25,97
20,2,20,4,377,302,1.44,115
17,4,?,?,371,292,2.2,32
19,2,18,2,373,297,1.12,97
19,1,?,?,383,292,1.1,99
19,1,16,2,389,290,1.09,97
17,1,38,3,397,293,3.29,98
19,1,39,4,393,293,2.91,97
20,1,38,3,387,293,3.99,114
19,2,16,3,374,297,5.14,97
17,6,26,3,373,285,3.91,110
19,6,28,3,372,284,2.17,32
20,1,11,2,377,296,0.37,99
10,5,12,3,375,295,2.6,111
16,7,15,7,370,290,2.12,110
15,7,13,7,370,291,1.42,32
14,7,13,8,371,291,0.71,108
16,6,12,6,372,291,2.14,111
27,7,13,5,374,287,1.25,115
26,6,12,6,374,289,1.87,32
20,2,23,2,381,297,1.09,97
19,2,15,2,378,298,2.17,113
18,2,15,2,374,298,1.1,105
19,2,17,2,374,296,2.18,101
12,6,14,7,363,289,1.78,111
14,5,12,6,358,294,1.06,115
19,2,19,3,374,301,3.68,44
19,3,13,3,377,301,1.82,8
21,3,12,2,382,302,2.79,46
20,2,20,2,378,303,3.96,32
19,2,13,2,381,302,2.91,109
13,6,15,5,373,291,3.94,97
14,6,12,7,373,292,5.36,115
15,6,13,8,372,291,2.51,32
20,2,18,2,382,299,3.2,101
13,6,14,7,359,292,2.15,97
20,3,21,2,373,306,-0.35,44
20,2,22,1,380,305,0.7,32
19,2,14,1,378,304,1.75,99
20,2,21,2,375,307,0.71,111
20,2,18,2,375,306,1.06,110
20,3,18,2,374,305,-0.34,115
18,3,22,3,374,308,1.04,117
20,3,26,3,376,305,-0.34,108
20,3,19,2,378,304,1.06,116
20,2,19,2,373,301,1.46,101
19,1,13,2,374,296,2.21,109
19,2,12,2,375,296,4.68,111
20,2,14,2,373,300,2.53,115
20,2,27,2,375,298,1.49,32
19,1,19,2,377,295,3.99,97
20,1,13,2,383,296,2.91,32
18,1,14,1,381,298,1.45,117
20,2,14,2,378,299,2.14,110
20,2,21,3,381,300,3.2,32
20,1,24,3,381,301,2.48,97
